"","X","Plate","Measure","Row","Col.5","Col.6","Col.7","Blank","Date","ID","Block","Sex","Diet","DOB","Treatment","Weight","Fat.Scores.Dorsal","Fat.Scores.Pelvic","days.since.1st.trt","days.since.2nd.trt","trt.history","1st.trt","2nd.trt","blank.avg","blank.sd","cutoff.new","age.lab","Env","grid","age.wild","repro","body.length.mm","ticks.total","fleas","mites","Testes","H.poly","Pinworms","Cestode","repro.bin","Col.5.bcen","Col.6.bcen","Col.7.bcen","Col.5.avg","Col.6.avg","Col.7.avg","OD.avg","days.since.1st.D.inj","Plate.Env","trt.history2"
"356",356,8,1,"D",0.052,0.052,0.05,0.07,"10/07/2018",836622795,NA,"F","High",NA,NA,24.5,3,3,NA,NA,NA,NA,NA,0.060375,0.005475799,0.076802397,NA,"Wild",1,"A","NP",92,0,0,3,NA,NA,NA,NA,"Non-Reproductive",-0.008375,-0.008375,-0.010375,-0.0063125,-0.0083125,-0.0088125,-0.0078125,NA,"8Wild",NA
"357",357,8,1,"E",0.051,0.051,0.05,0.06,"24/07/2018",835319552,NA,"M","Low",NA,"AD",18.5,3,3,13,NA,"A","A","",0.060375,0.005475799,0.076802397,NA,"Wild",3,"A","S",86,0,1,1,NA,NA,NA,NA,"Reproductive",-0.009375,-0.009375,-0.010375,-0.0088125,-0.0078125,-0.0093125,-0.00864583333333333,NA,"8Wild","A"
"358",358,8,1,"F",0.051,0.06,0.05,0.055,"05/07/2018",836587780,NA,"F","High",NA,NA,22,2,3,NA,NA,NA,NA,NA,0.060375,0.005475799,0.076802397,NA,"Wild",1,"A","P",83,6,1,1,NA,NA,NA,NA,"Reproductive",-0.009375,-0.000375,-0.010375,-0.0078125,-0.0033125,-0.0093125,-0.0068125,NA,"8Wild",NA
"359",359,8,1,"G",0.075,0.065,0.055,0.057,"18/07/2018",835318081,NA,"M","High",NA,"D",15.5,3,4,6,NA,"D","D","",0.060375,0.005475799,0.076802397,NA,"Wild",1,"SA","A",80,0,0,0,NA,NA,NA,NA,"Non-Reproductive",0.014625,0.004625,-0.005375,0.0181875,0.00668750000000001,-0.000312499999999997,0.0081875,6,"8Wild","D"
"360",360,8,1,"H",0.637,0.062,0.343,0.059,"24/07/2018",836840260,NA,"M","Low",NA,"DA",17,3,4,12,NA,"D","D","",0.060375,0.005475799,0.076802397,NA,"Wild",3,"A","D",80,2,0,1,NA,NA,NA,NA,"Non-Reproductive",0.576625,0.001625,0.282625,0.5921875,0.00568750000000001,0.2886875,0.295520833333333,12,"8Wild","D"
"361",361,9,1,"A",2.33,1.534,1.063,0.071,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.06525,0.011188722,0.098816166,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26475,1.46875,0.99775,2.278,1.4575,1.007,1.58083333333333,NA,"9Wild","Pos.Ctrl"
"362",362,9,1,"B",2.298,1.489,0.848,0.091,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.06525,0.011188722,0.098816166,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23275,1.42375,0.78275,2.1395,1.369,0.799,1.43583333333333,NA,"9Wild","Pos.Ctrl"
"363",363,9,1,"C",0.057,0.056,0.054,0.057,"07/08/2018",836606009,NA,"M","High",NA,NA,27,2,3,NA,NA,NA,NA,NA,0.06525,0.011188722,0.098816166,NA,"Wild",1,"A","S",96,0,0,2,NA,NA,NA,NA,"Reproductive",-0.00825,-0.00925,-0.01125,-0.01,-0.013,-0.015,-0.0126666666666667,NA,"9Wild",NA
"364",364,9,1,"D",0.05,0.051,0.049,0.054,"05/09/2018",840307337,NA,"F","Low",NA,NA,21.5,2,3,NA,NA,NA,NA,NA,0.06525,0.011188722,0.098816166,NA,"Wild",4,"A","P",91,1,0,2,NA,NA,NA,NA,"Reproductive",-0.01525,-0.01425,-0.01625,-0.0175,-0.0185,-0.019,-0.0183333333333333,NA,"9Wild",NA
"365",365,9,1,"E",0.068,0.059,0.054,0.069,"23/08/2018",836610057,NA,"M","Low",NA,NA,25,2,3,NA,NA,NA,NA,NA,0.06525,0.011188722,0.098816166,NA,"Wild",3,"A","S",100,1,0,1,NA,NA,NA,NA,"Reproductive",0.00275,-0.00625000000000001,-0.01125,-0.000499999999999994,-0.009,-0.0145,-0.008,NA,"9Wild",NA
"366",366,9,1,"F",0.053,0.051,0.048,0.059,"02/08/2018",835339783,NA,"F","High",NA,"AD",22,3,3,29,NA,"A","A","",0.06525,0.011188722,0.098816166,NA,"Wild",1,"A","P",85,0,0,1,NA,NA,NA,NA,"Reproductive",-0.01225,-0.01425,-0.01725,-0.0085,-0.0145,-0.018,-0.0136666666666667,NA,"9Wild","A"
"367",367,9,1,"G",0.053,0.052,0.052,0.063,"25/07/2018",836841279,NA,"F","Low",NA,"AD",21,3,4,20,1,"AD","A","D",0.06525,0.011188722,0.098816166,NA,"Wild",3,"A","NP",82,3,0,0,NA,NA,NA,NA,"Non-Reproductive",-0.01225,-0.01325,-0.01325,-0.0125,-0.0125,-0.012,-0.0123333333333333,1,"9Wild","A"
"368",368,9,1,"H",0.058,0.053,0.054,0.058,"01/08/2018",836599627,NA,"M","Low",NA,NA,27,2,3,NA,NA,NA,NA,NA,0.06525,0.011188722,0.098816166,NA,"Wild",3,"A","S",85,0,0,0,NA,NA,NA,NA,"Reproductive",-0.00725,-0.01225,-0.01125,0.000500000000000004,-0.015,-0.0085,-0.00766666666666666,NA,"9Wild",NA
"369",369,10,1,"A",2.128,1.506,0.89,0.069,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.065125,0.005254462,0.080888387,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.062875,1.440875,0.824875,2.010625,1.400625,0.816625,1.40929166666667,NA,"10Wild","Pos.Ctrl"
"370",370,10,1,"B",2.257,1.569,0.9,0.073,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.065125,0.005254462,0.080888387,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.191875,1.503875,0.834875,2.067625,1.458625,0.836125,1.454125,NA,"10Wild","Pos.Ctrl"
"371",371,10,1,"C",0.628,0.353,0.197,0.069,"26/07/2018",835340593,NA,"M","Low",NA,"DD",19,3,3,14,NA,"D","D","",0.065125,0.005254462,0.080888387,NA,"Wild",3,"A","S",75,0,0,0,NA,NA,NA,NA,"Reproductive",0.562875,0.287875,0.131875,0.569625,0.281625,0.133125,0.328125,14,"10Wild","D"
"372",372,10,1,"D",0.066,0.062,0.056,0.063,"07/08/2018",841089838,NA,"M","High",NA,"D",28,2,2,7,NA,"D","D","",0.065125,0.005254462,0.080888387,NA,"Wild",2,"A","S",100,3,0,2,NA,NA,NA,NA,"Reproductive",0.000875000000000001,-0.003125,-0.009125,-0.000374999999999993,-0.005375,-0.010375,-0.005375,7,"10Wild","D"
"373",373,10,1,"E",0.564,0.306,0.185,0.055,"05/09/2018",841264332,NA,"M","High",NA,"DA",23.5,2,3,36,15,"DA","D","A",0.065125,0.005254462,0.080888387,NA,"Wild",1,"A","S",85,1,0,5,0.776,17,8,77,"Reproductive",0.498875,0.240875,0.119875,0.517125,0.241125,0.125625,0.294625,36,"10Wild","DA"
"374",374,10,1,"F",0.06,0.061,0.054,0.064,"23/08/2018",835339783,NA,"F","Low",NA,"AD",25,3,3,50,2,"AD","A","D",0.065125,0.005254462,0.080888387,NA,"Wild",4,"A","P",93,0,0,0,NA,NA,NA,NA,"Reproductive",-0.005125,-0.004125,-0.011125,0.000125,-0.006875,-0.012375,-0.006375,2,"10Wild","A"
"375",375,10,1,"G",0.166,0.114,0.08,0.067,"07/08/2018",835346074,NA,"M","High",NA,"AD",25.5,2,2,26,7,"AD","A","D",0.065125,0.005254462,0.080888387,NA,"Wild",1,"A","S",90,1,0,0,NA,NA,NA,NA,"Reproductive",0.100875,0.048875,0.014875,0.105625,0.051125,0.012125,0.0562916666666667,7,"10Wild","AD"
"376",376,10,1,"H",0.066,0.062,0.07,0.061,"14/08/2018",840121589,NA,"F","Low",NA,"D",16,2,2,6,NA,"D","D","",0.065125,0.005254462,0.080888387,NA,"Wild",4,"SA","P",60,0,0,0,NA,NA,NA,NA,"Reproductive",0.000875000000000001,-0.003125,0.004875,0.005625,-0.001875,0.004125,0.002625,6,"10Wild","D"
"377",377,11,1,"A",2.231,1.491,0.912,0.067,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.05475,0.005214163,0.07039249,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17625,1.43625,0.85725,2.1175625,1.4390625,0.8725625,1.47639583333333,NA,"11Wild","Pos.Ctrl"
"378",378,11,1,"B",2.406,1.476,0.915,0.053,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.05475,0.005214163,0.07039249,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35125,1.42125,0.86025,2.1645625,1.4015625,0.8520625,1.47272916666667,NA,"11Wild","Pos.Ctrl"
"379",379,11,1,"C",0.239,0.144,0.092,0.052,"25/07/2018",841093014,NA,"F","High",NA,"DD",23.5,3,3,21,1,"DD","D","D",0.05475,0.005214163,0.07039249,NA,"Wild",2,"A","P",85,3,0,3,NA,NA,NA,NA,"Reproductive",0.18425,0.08925,0.03725,0.1845625,0.0900625,0.0400625,0.104895833333333,21,"11Wild","D"
"380",380,11,1,"D",0.051,0.058,0.075,0.051,"04/07/2018",836622795,NA,"F","High",NA,NA,24.5,3,2,NA,NA,NA,NA,NA,0.05475,0.005214163,0.07039249,NA,"Wild",1,"A","P",90,4,1,5,NA,NA,NA,NA,"Reproductive",-0.00375,0.00325,0.02025,-0.0019375,0.0020625,0.0105625,0.0035625,NA,"11Wild",NA
"381",381,11,1,"E",0.053,0.061,0.054,0.053,"07/08/2018",841092547,NA,"F","High",NA,"A",25.5,2,2,0,NA,"A","A","",0.05475,0.005214163,0.07039249,NA,"Wild",2,"A","L",90,5,0,1,NA,NA,NA,NA,"Reproductive",-0.00175,0.00625,-0.000750000000000001,0.0020625,0.0065625,0.0010625,0.00322916666666667,NA,"11Wild","A"
"382",382,11,1,"F",1.517,0.88,0.526,0.059,"05/09/2018",840288296,NA,"F","High",NA,"D",14.5,2,3,15,NA,"D","D","",0.05475,0.005214163,0.07039249,NA,"Wild",1,"A","NP",85,0,0,1,NA,NA,NA,NA,"Non-Reproductive",1.46225,0.82525,0.47125,1.4200625,0.8315625,0.4655625,0.905729166666667,15,"11Wild","D"
"383",383,11,1,"G",0.058,0.054,0.051,0.052,"10/07/2018",15605817,NA,"M","High",NA,NA,25,2,2,NA,NA,NA,NA,NA,0.05475,0.005214163,0.07039249,NA,"Wild",2,"A","S",85,2,0,0,NA,NA,NA,NA,"Reproductive",0.00325,-0.000750000000000001,-0.00375,0.0065625,-0.0004375,0.0030625,0.0030625,NA,"11Wild",NA
"384",384,11,1,"H",3.017,2.639,2.116,0.051,"01/08/2018",841108291,NA,"F","Low",NA,"DD",19.5,2,3,27,8,"DD","D","D",0.05475,0.005214163,0.07039249,NA,"Wild",4,"A","P",92,0,0,0,NA,NA,NA,NA,"Reproductive",2.96225,2.58425,2.06125,2.8620625,2.5435625,2.0480625,2.4845625,27,"11Wild","DD"
"385",385,12,1,"A",2.095,1.473,0.942,0.061,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.05775,0.005117372,0.073102117,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03725,1.41525,0.88425,2.0374375,1.3784375,0.8589375,1.4249375,NA,"12Wild","Pos.Ctrl"
"386",386,12,1,"B",2.169,1.492,0.956,0.062,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.05775,0.005117372,0.073102117,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11125,1.43425,0.89825,2.0649375,1.4329375,0.8924375,1.4634375,NA,"12Wild","Pos.Ctrl"
"387",387,12,1,"C",0.838,0.497,0.278,0.057,"16/08/2018",841089838,NA,"M","High",NA,"D",25,3,3,16,NA,"D","D","",0.05775,0.005117372,0.073102117,NA,"Wild",2,"A","S",98,2,0,3,NA,NA,NA,NA,"Reproductive",0.78025,0.43925,0.22025,0.7919375,0.4469375,0.2274375,0.488770833333333,16,"12Wild","D"
"388",388,12,1,"D",0.946,0.521,0.293,0.051,"21/08/2018",841093014,NA,"F","High",NA,"DD",22,2,2,48,28,"DD","D","D",0.05775,0.005117372,0.073102117,NA,"Wild",2,"A","P",75,1,0,0,NA,24,0,0,"Reproductive",0.88825,0.46325,0.23525,0.8544375,0.4584375,0.2369375,0.516604166666667,48,"12Wild","DD"
"389",389,12,1,"E",1.965,1.279,0.762,0.051,"07/08/2018",836840260,NA,"M","High",NA,"DA",17,2,2,26,7,"DA","D","A",0.05775,0.005117372,0.073102117,NA,"Wild",2,"A","D",79,1,0,0,NA,NA,NA,NA,"Non-Reproductive",1.90725,1.22125,0.70425,1.9244375,1.2279375,0.7099375,1.2874375,26,"12Wild","DA"
"390",390,12,1,"F",0.048,0.053,0.048,0.067,"05/09/2018",841077105,NA,"F","High",NA,"A",17.5,2,3,43,NA,"A","A","",0.05775,0.005117372,0.073102117,NA,"Wild",1,"A","NP",85,1,0,0,NA,NA,NA,NA,"Non-Reproductive",-0.00975,-0.00475,-0.00975,-0.0065625,-0.0035625,-0.0040625,-0.00472916666666667,NA,"12Wild","A"
"391",391,12,1,"G",0.047,0.048,0.047,0.057,"26/07/2018",835339783,NA,"F","High",NA,"AD",25,2,2,22,NA,"A","A","",0.05775,0.005117372,0.073102117,NA,"Wild",1,"A","G",90,2,0,0,NA,NA,NA,NA,"Reproductive",-0.01075,-0.00975,-0.01075,-0.0085625,-0.0095625,-0.0065625,-0.00822916666666667,NA,"12Wild","A"
"392",392,12,1,"H",0.741,0.44,0.246,0.056,"01/08/2018",836859050,NA,"M","High",NA,"DA",27.5,3,4,22,1,"DA","D","A",0.05775,0.005117372,0.073102117,NA,"Wild",2,"A","S",94,1,0,1,NA,NA,NA,NA,"Reproductive",0.68325,0.38225,0.18825,0.6969375,0.3799375,0.1954375,0.424104166666667,22,"12Wild","D"
"393",393,13,1,"A",2.196,1.637,1.088,0.064,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0595,0.004213075,0.072139225,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1365,1.5775,1.0285,2.09675,1.56225,1.03325,1.56408333333333,NA,"13Wild","Pos.Ctrl"
"394",394,13,1,"B",2.077,1.455,0.921,0.063,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0595,0.004213075,0.072139225,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0175,1.3955,0.8615,1.97225,1.39275,0.85575,1.40691666666667,NA,"13Wild","Pos.Ctrl"
"395",395,13,1,"C",0.051,0.051,0.052,0.053,"21/08/2018",836622795,NA,"F","High",NA,NA,26,2,2,NA,NA,NA,NA,NA,0.0595,0.004213075,0.072139225,NA,"Wild",1,"A","L",90,0,0,1,NA,NA,NA,NA,"Reproductive",-0.0085,-0.0085,-0.0075,-0.00775,-0.00825,-0.00375,-0.00658333333333333,NA,"13Wild",NA
"396",396,13,1,"D",0.056,0.053,0.054,0.054,"24/07/2018",835346074,NA,"M","High",NA,"AD",26,2,2,12,NA,"A","A","",0.0595,0.004213075,0.072139225,NA,"Wild",1,"A","S",80,3,0,0,NA,NA,NA,NA,"Reproductive",-0.0035,-0.0065,-0.0055,-0.00325,-0.00575,-0.00275,-0.00391666666666667,NA,"13Wild","A"
"397",397,13,1,"E",0.056,0.052,0.068,0.056,"31/07/2018",835319552,NA,"M","Low",NA,"AD",19.5,2,2,20,0,"A","A","",0.0595,0.004213075,0.072139225,NA,"Wild",3,"A","D",83,0,0,1,NA,NA,NA,NA,"Non-Reproductive",-0.0035,-0.0075,0.00850000000000001,-0.000749999999999997,-0.00475,0.01075,0.00175,NA,"13Wild","A"
"398",398,13,1,"F",2.902,2.365,2.013,0.063,"07/08/2018",841108291,NA,"F","Low",NA,"DD",22.5,2,3,33,14,"DD","D","D",0.0595,0.004213075,0.072139225,NA,"Wild",4,"A","P",86,0,1,2,NA,NA,NA,NA,"Reproductive",2.8425,2.3055,1.9535,2.79975,2.22075,1.88725,2.30258333333333,33,"13Wild","DD"
"399",399,13,1,"G",2.799,2.178,1.601,0.06,"28/08/2018",841090031,NA,"M","Low",NA,"DD",15,2,3,34,14,"DD","D","D",0.0595,0.004213075,0.072139225,NA,"Wild",3,"A",NA,70,0,0,3,0.109,5,3,0,NA,2.7395,2.1185,1.5415,2.66775,2.11075,1.57625,2.11825,34,"13Wild","DD"
"400",400,13,1,"H",0.068,0.061,0.061,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0595,0.004213075,0.072139225,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00850000000000001,0.0015,0.0015,0.01275,0.00725,0.00325,0.00775,NA,"13Wild",NA
"401",401,14,1,"A",2.304,1.7,1.016,0.065,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.063375,0.004922842,0.078143527,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.240625,1.636625,0.952625,2.22775,1.56175,0.94925,1.57958333333333,NA,"14Wild","Pos.Ctrl"
"402",402,14,1,"B",2.095,1.577,0.961,0.058,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.063375,0.004922842,0.078143527,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.031625,1.513625,0.897625,2.01875,1.46925,0.87975,1.45591666666667,NA,"14Wild","Pos.Ctrl"
"403",403,14,1,"C",1.115,0.673,0.403,0.061,"05/09/2018",841104851,NA,"M","Low",NA,"DA",20,3,3,34,15,"DA","D","A",0.063375,0.004922842,0.078143527,NA,"Wild",3,"A","D",87,1,0,3,0.45,8,0,1,"Non-Reproductive",1.051625,0.609625,0.339625,1.06425,0.58825,0.32875,0.660416666666667,34,"14Wild","DA"
"404",404,14,1,"D",0.26,0.163,0.105,0.065,"07/08/2018",836613123,NA,"M","High",NA,"DD",19,3,2,7,NA,"D","D","",0.063375,0.004922842,0.078143527,NA,"Wild",2,"A","D",82,0,0,5,NA,NA,NA,NA,"Non-Reproductive",0.196625,0.099625,0.041625,0.20475,0.10025,0.04275,0.115916666666667,7,"14Wild","D"
"405",405,14,1,"E",2.935,2.505,2.387,0.056,"21/08/2018",841098806,NA,"F","Low",NA,"DD",16,3,3,27,7,"DD","D","D",0.063375,0.004922842,0.078143527,NA,"Wild",3,"A","P",81,0,0,0,NA,NA,NA,NA,"Reproductive",2.871625,2.441625,2.323625,2.89125,2.29375,2.31525,2.50008333333333,27,"14Wild","DD"
"406",406,14,1,"F",0.426,0.255,0.153,0.063,"14/08/2018",836866272,NA,"F","High",NA,"DA",25.5,2,3,35,14,"DA","D","A",0.063375,0.004922842,0.078143527,NA,"Wild",2,"A","G",80,0,0,0,NA,NA,NA,NA,"Reproductive",0.362625,0.191625,0.089625,0.37925,0.19275,0.09475,0.22225,35,"14Wild","DA"
"407",407,14,1,"G",1.289,0.853,0.489,0.066,"08/08/2018",835338025,NA,"F","High",NA,"D",22.5,2,3,14,NA,"D","D","",0.063375,0.004922842,0.078143527,NA,"Wild",2,"A","P",87,0,0,6,NA,NA,NA,NA,"Reproductive",1.225625,0.789625,0.425625,1.24775,0.78475,0.43075,0.821083333333333,14,"14Wild","D"
"408",408,14,1,"H",1.752,1.22,0.709,0.073,"01/08/2018",836840794,NA,"M","Low",NA,"DD",28,3,3,27,1,"DD","D","D",0.063375,0.004922842,0.078143527,NA,"Wild",4,"A","S",94,0,0,4,NA,NA,NA,NA,"Reproductive",1.688625,1.156625,0.645625,1.70275,1.14325,0.64425,1.16341666666667,27,"14Wild","D"
"409",409,15,1,"A",2.236,1.624,0.997,0.083,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.069285714,0.01072666,0.101465693,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166714286,1.554714286,0.927714286,2.099357143,1.510857143,0.904357143,1.504857143,NA,"15Wild","Pos.Ctrl"
"410",410,15,1,"B",2.189,1.598,0.973,0.21,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.069285714,0.01072666,0.101465693,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.119714286,1.528714286,0.903714286,2.073857143,1.471857143,0.882857143,1.47619047633333,NA,"15Wild","Pos.Ctrl"
"411",411,15,1,"C",0.727,0.43,0.239,0.088,"28/08/2018",840288296,NA,"F","High",NA,"D",15.5,3,3,7,NA,"D","D","",0.069285714,0.01072666,0.101465693,NA,"Wild",1,"A","NP",83,0,0,3,NA,NA,NA,NA,"Non-Reproductive",0.657714286,0.360714286,0.169714286,0.668357143,0.342357143,0.163357143,0.391357143,7,"15Wild","D"
"412",412,15,1,"D",0.05,0.052,0.052,0.062,"05/09/2018",840289049,NA,"F","Low",NA,"A",12.5,3,3,15,NA,"A","A","",0.069285714,0.01072666,0.101465693,NA,"Wild",4,"A","NP",79,2,0,0,NA,NA,NA,NA,"Non-Reproductive",-0.019285714,-0.017285714,-0.017285714,-0.020642857,-0.021142857,-0.018642857,-0.020142857,NA,"15Wild","A"
"413",413,15,1,"E",2.157,1.561,0.914,0.059,"07/08/2018",835340593,NA,"M","High",NA,"DD",20,2,2,26,7,"DD","D","D",0.069285714,0.01072666,0.101465693,NA,"Wild",2,"A","D",91,1,1,1,NA,NA,NA,NA,"Non-Reproductive",2.087714286,1.491714286,0.844714286,1.992857143,1.411857143,0.850857143,1.41852380966667,26,"15Wild","DD"
"414",414,15,1,"F",1.577,0.965,0.546,0.063,"07/08/2018",835340005,NA,"M","High",NA,"DD",26.5,2,3,34,14,"DD","D","D",0.069285714,0.01072666,0.101465693,NA,"Wild",1,"A","S",99,0,0,0,0.888,17,1,2,"Reproductive",1.507714286,0.895714286,0.476714286,1.481357143,0.870357143,0.483857143,0.945190476333333,34,"15Wild","DD"
"415",415,15,1,"G",0.213,0.132,0.087,0.061,"31/07/2018",841084077,NA,"M","High",NA,"D",18.5,2,3,6,NA,"D","D","",0.069285714,0.01072666,0.101465693,NA,"Wild",1,"A","D",90,0,0,0,NA,NA,NA,NA,"Non-Reproductive",0.143714286,0.062714286,0.017714286,0.151357143,0.063357143,0.019357143,0.0780238096666667,6,"15Wild","D"
"416",416,15,1,"H",2.039,1.525,0.901,0.069,"28/08/2018",841108291,NA,"F","Low",NA,"DD",18,2,2,NA,NA,"DDD","D","DD",0.069285714,0.01072666,0.101465693,NA,"Wild",4,"A","P",81,1,0,0,NA,9,27,0,"Reproductive",1.969714286,1.455714286,0.831714286,1.979857143,1.447857143,0.867357143,1.43169047633333,NA,"15Wild","DDD"
"417",417,16,1,"A",2.307,1.622,1.067,0.077,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0655,0.005809475,0.082928425,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2415,1.5565,1.0015,2.2481875,1.5496875,0.9861875,1.5946875,NA,"16Wild","Pos.Ctrl"
"418",418,16,1,"B",2.089,1.486,0.91,0.066,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.0655,0.005809475,0.082928425,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0235,1.4205,0.8445,2.0391875,1.4026875,0.8371875,1.42635416666667,NA,"16Wild","Pos.Ctrl"
"419",419,16,1,"C",1.02,0.6,0.339,0.065,"25/07/2018",836859050,NA,"M","High",NA,"DA",28.5,3,3,15,NA,"D","D","",0.0655,0.005809475,0.082928425,NA,"Wild",2,"A","S",95,3,0,5,NA,NA,NA,NA,"Reproductive",0.9545,0.5345,0.2735,0.9551875,0.5326875,0.2646875,0.5841875,15,"16Wild","D"
"420",420,16,1,"D",1.822,1.271,0.734,0.06,"24/07/2018",835338101,NA,"F","High",NA,"DD",24,2,2,19,0,"D","D","",0.0655,0.005809475,0.082928425,NA,"Wild",2,"A","P",85,0,0,0,NA,NA,NA,NA,"Reproductive",1.7565,1.2055,0.6685,1.7316875,1.1786875,0.6561875,1.18885416666667,19,"16Wild","D"
"421",421,16,1,"E",0.068,0.07,0.06,0.057,"06/09/2018",841079006,NA,"M","High",NA,"D",23.5,2,3,50,NA,"D","D","",0.0655,0.005809475,0.082928425,NA,"Wild",2,"A","S",90,1,0,3,NA,NA,NA,NA,"Reproductive",0.0025,0.0045,-0.0055,0.0081875,0.0046875,-0.00681250000000001,0.00202083333333333,50,"16Wild","D"
"422",422,16,1,"F",0.731,0.417,0.234,0.071,"26/07/2018",841265814,NA,"M","Low",NA,"DA",28.5,2,2,23,NA,"D","D","",0.0655,0.005809475,0.082928425,NA,"Wild",3,"A","S",105,1,1,0,NA,NA,NA,NA,"Reproductive",0.6655,0.3515,0.1685,0.6666875,0.3511875,0.1711875,0.396354166666667,23,"16Wild","D"
"423",423,16,1,"G",2.261,1.688,1.045,0.064,"06/09/2018",835315094,NA,"F","Low",NA,"DD",17.5,3,2,37,16,"DD","D","D",0.0655,0.005809475,0.082928425,NA,"Wild",3,"A","G",80,3,0,1,NA,2,0,0,"Reproductive",2.1955,1.6225,0.9795,2.1336875,1.5876875,1.0011875,1.5741875,37,"16Wild","DD"
"424",424,16,1,"H",1.542,0.95,0.561,0.064,"31/07/2018",836840794,NA,"M","Low",NA,"DD",23,3,3,26,0,"D","D","",0.0655,0.005809475,0.082928425,NA,"Wild",4,"A","S",90,0,0,3,NA,NA,NA,NA,"Reproductive",1.4765,0.8845,0.4955,1.4731875,0.8841875,0.4961875,0.9511875,26,"16Wild","D"
"425",425,17,1,"A",2.307,1.748,1.152,0.076,NA,NA,NA,NA,NA,NA,"Pos.Ctrl",NA,NA,NA,NA,NA,"Pos.Ctrl","P","os.Ctrl",0.069125,0.006352903,0.088183709,NA,"Wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.237875,1.678875,1.082875,2.2389375,1.7049375,1.1059375,1.68327083333333,NA,"17Wild","Pos.Ctrl"
